Name,WD17NM_x,HPrice,medIncome,Tquantity,CrimRate,FareZone,Perof65years,drivingTime,PTransportTime,TPopulation,AreaKm2,PeoplePerkm2,Av GCSE 2013,GrnSpacem2T,Cemissions,TTprimaryS,TTsecodS,TTGP,TTHosp,TTfoodSt,pcds
Southwark 028E,South Camberwell,610000,46200,18,50,2,9.1,33,41,1717,0.15,11625,453,16,101,5,9,6,19,5,SE15 4EB
Southwark 027B,South Camberwell,391898,33460,14,57,2,8.6,30,40,1597,0.1,15781,485,24.8,104,8,8,8,19,5,SE5 8HA
Southwark 027C,South Camberwell,527500,41420,20,111,2,8.3,31,40,1582,0.4,3914,481,180,98,8,8,9,15,5,SE22 8TX
Southwark 027D,South Camberwell,390000,36670,7,47,2,6.3,29,42,1636,0.11,15247,478,40.1,102,8,11,5,13,6,SE5 8DW
Southwark 024D,South Camberwell,449950,44180,29,44,2,7.8,29,44,1494,0.18,8093,627,43.6,108,6,12,10,10,7,SE5 8LS
Southwark 027E,South Camberwell,407000,43490,33,50,2,10.3,27,39,1592,0.15,10536,580,36.2,111,5,11,5,9,5,SE5 8TH
Southwark 024E,South Camberwell,553000,44840,16,57,2,10.9,33,41,1848,0.17,10688,571,14,102,5,10,8,10,5,SE15 4BY
Southwark 001C,Surrey Docks,552500,49170,18,65,2,7.4,19,32,1930,0.15,13085,484,19.5,104,5,6,10,15,7,SE16 1RE
Southwark 001D,Surrey Docks,500000,49250,35,67,2,6.3,21,32,1704,0.12,13820,753,13.5,104,8,10,10,20,10,SE16 1EP
Southwark 001E,Surrey Docks,620000,38340,6,41,2,11.7,19,30,1295,0.2,6577,453,96.1,99,7,7,10,16,7,SE16 1SL
Southwark 008A,Surrey Docks,503000,42680,28,58,2,8.9,25,34,2046,0.19,10912,414,41.5,99,5,10,8,20,9,SE16 1UL
Southwark 008B,Surrey Docks,532500,42820,14,51,2,7,25,32,1525,0.24,6260,467,62.8,100,5,10,5,21,10,SE16 1HN
Southwark 008C,Surrey Docks,550250,48390,26,46,2,5.2,22,36,1738,0.14,12388,753,8.3,96,9,15,9,25,7,SE16 1TD
Southwark 008D,Surrey Docks,680000,46760,45,139,2,2.7,21,33,1507,0.31,4805,643,54.5,102,9,12,9,24,6,SE16 1LE
Southwark 008E,Surrey Docks,520000,39200,35,74,2,12.2,20,33,1969,0.1,20133,387,11,111,10,12,10,21,5,SE8 5DR
Southwark 025A,The Lane,580000,43850,26,109,2,9.5,31,43,1877,0.21,8985,584,31.4,105,5,9,5,12,7,SE15 4PR
Southwark 025B,The Lane,423250,36860,18,202,2,11.8,30,41,2160,0.17,12989,385,14.2,116,7,10,5,12,5,SE15 3QN
Southwark 025C,The Lane,649000,41930,29,102,2,14.3,30,39,2072,0.18,11786,441,4.9,103,5,10,5,12,5,SE15 4NP
Southwark 026D,The Lane,435000,34150,11,81,2,13.7,31,43,2048,0.16,12503,491,35.3,110,5,10,6,11,7,SE15 3NX
Southwark 025D,The Lane,595750,44810,20,47,2,7.7,31,42,1520,0.11,13535,422,5.4,101,5,10,5,12,5,SE15 4LF
Southwark 025E,The Lane,630000,37940,18,99,2,9.4,29,42,2176,0.14,15259,506,5.5,108,9,11,8,15,8,SE15 5NN
Southwark 022E,The Lane,330000,33600,21,364,2,10.6,28,37,2170,0.23,9329,532,19,123,6,6,5,15,6,SE15 5HF
Southwark 026E,The Lane,515000,33790,21,100,2,21.5,30,43,2063,0.19,11003,387,29.2,103,5,11,9,14,10,SE15 3PW
Southwark 031A,Village,1710000,63420,10,100,3,13.8,38,46,1491,0.92,1626,542,445,101,8,13,10,18,6,SE21 7EP
Southwark 031B,Village,695000,52390,20,73,2,14.8,32,43,2021,0.32,6284,553,33,106,9,10,10,11,7,SE24 9NT
Southwark 030D,Village,583000,45780,20,55,2,11.8,33,41,1537,0.13,12237,481,5.6,102,12,17,11,18,7,SE22 8PU
Southwark 030E,Village,920000,55250,16,44,3,10.9,38,48,1731,0.28,6147,576,76.5,101,7,19,6,13,7,SE22 8UT
Southwark 031C,Village,1095000,57180,14,43,3,13,33,38,2072,0.2,10376,558,7.8,106,10,11,12,11,6,SE24 9LJ
Southwark 031D,Village,726750,57250,8,113,3,15.2,33,36,1978,0.35,5594,453,61,106,8,11,9,11,5,SE24 9AJ
Southwark 031E,Village,1607250,64390,11,77,2,16.6,38,48,1854,0.59,3148,578,227.7,101,8,12,10,16,9,SE22 8ND
Sutton 011A,Beddington North,310000,38030,14,171,5,13.3,63,66,1636,3.43,477,503,1823.4,87,9,11,10,31,7,CR0 4TB
Sutton 011B,Beddington North,452500,37890,26,52,5,17.1,65,68,1575,0.26,5964,461,19.9,97,8,10,6,34,9,CR0 4PW
Sutton 011C,Beddington North,315000,36790,27,62,5,11.4,63,67,1671,0.32,5178,485,87.4,89,7,11,10,34,8,CR0 4TA
Sutton 011D,Beddington North,515000,42100,15,25,5,14.3,68,72,1387,0.32,4328,517,116,85,10,11,9,33,10,SM6 8RJ
Sutton 011E,Beddington North,477500,40850,14,45,5,17,65,64,1333,0.3,4513,534,39.2,91,10,10,6,34,9,CR0 4PF
Sutton 011F,Beddington North,362960,39500,25,40,5,12.9,69,68,1652,0.17,9706,559,14.4,86,5,11,9,32,8,SM6 8JZ
Sutton 011G,Beddington North,450000,40470,19,29,5,13.8,67,62,1433,0.18,8156,520,32.3,88,10,10,10,33,8,SM6 8PH
Sutton 019A,Beddington South,320000,29310,5,48,6,11.5,72,64,1459,0.25,5938,369,28.6,83,6,9,6,30,5,SM6 9GR
Sutton 024A,Beddington South,657500,43460,12,27,5,22.7,77,76,1466,0.51,2885,595,58,85,10,10,10,34,7,CR2 3PD
Sutton 024B,Beddington South,525000,42130,25,43,6,21.3,78,73,1595,0.81,1972,507,248.4,83,13,8,13,38,11,CR8 3QR
Sutton 019B,Beddington South,285000,35220,41,76,5,17.3,69,63,1752,0.56,3136,549,209.9,92,7,7,7,26,5,SM6 8LR
Sutton 017A,Beddington South,565500,41110,8,38,5,22.7,74,68,1466,0.36,4090,548,3.7,85,8,8,7,33,8,SM6 9DU
Sutton 019C,Beddington South,276500,28640,3,83,6,10.7,72,63,1878,0.47,4005,399,711.7,83,5,8,8,33,8,SM6 9HH
Sutton 019D,Beddington South,276500,29510,14,80,5,7.5,75,64,1385,0.11,12344,432,18.1,84,6,7,5,30,5,SM6 9NZ
Sutton 021A,Belmont,305000,32640,9,76,6,9.9,76,66,1283,0.19,6774,468,68.7,86,11,10,10,6,8,SM2 5NL
Sutton 022A,Belmont,685000,49020,16,43,6,20.5,80,71,1288,0.37,3441,542,9.1,84,10,11,10,6,7,SM2 5LL
Sutton 022B,Belmont,626000,48880,16,23,6,20.8,79,63,1476,0.65,2275,570,99.4,83,9,12,11,8,10,SM2 5QH
Sutton 025A,Belmont,415000,47440,15,30,6,21.6,73,75,1598,0.4,3965,569,109,84,8,12,8,6,12,SM2 6DJ
Sutton 025B,Belmont,318000,43530,37,37,6,16,82,72,1765,0.28,6356,536,36.5,88,7,11,6,8,9,SM2 6ED
Sutton 025C,Belmont,380000,46700,33,17,6,21.3,73,70,1549,0.29,5340,549,7.8,87,9,11,10,9,8,SM2 6DN
Sutton 021B,Belmont,230000,38590,27,15,6,11.8,81,69,1552,0.15,10091,549,12.3,85,8,11,11,10,10,SM2 5NT
Sutton 015A,Carshalton Central,477500,42890,20,21,5,14.5,71,65,1753,0.27,6442,511,54.2,87,9,6,7,12,6,SM1 4PD
Sutton 015B,Carshalton Central,487500,42830,16,25,5,13.2,71,65,1277,0.22,5719,521,4.7,90,7,9,5,12,7,SM5 3ZD
Sutton 015C,Carshalton Central,340000,40630,37,87,5,14,69,56,1515,0.39,3899,471,160.6,89,6,9,10,12,8,SM5 2HW
Sutton 015D,Carshalton Central,495000,41890,17,64,5,16.9,70,56,1493,0.35,4250,515,90.9,88,8,5,8,11,7,SM1 4JT
Sutton 013A,Carshalton Central,435500,41760,22,21,5,17.5,70,63,1381,0.22,6168,517,14.7,86,10,11,9,13,5,SM1 3RE
Sutton 015E,Carshalton Central,469725,42010,20,107,5,14.5,68,59,1445,0.39,3689,544,141,90,6,10,10,15,6,SM5 3AG
Sutton 013B,Carshalton Central,320000,41320,25,31,5,9.8,71,66,1643,0.18,9356,586,0.8,90,10,10,6,16,5,SM1 4HZ
Sutton 020A,Carshalton South and Clockhouse,611000,43620,20,39,5,22.5,74,67,1567,0.37,4256,556,64.2,86,8,9,7,13,7,SM5 3JG
Sutton 022C,Carshalton South and Clockhouse,560000,47960,15,39,5,18,75,67,1875,0.38,4876,556,35.4,88,6,11,7,10,6,SM5 3ZX
Sutton 022D,Carshalton South and Clockhouse,825000,52810,13,21,5,21.6,78,74,1593,0.81,1957,532,207.1,83,8,12,10,10,11,SM5 4AF
Sutton 020B,Carshalton South and Clockhouse,378750,38990,26,48,5,13.4,76,73,1617,0.24,6679,475,48.4,88,7,9,10,12,7,SM5 3HU
Sutton 024C,Carshalton South and Clockhouse,525000,42520,26,48,6,21.2,77,98,1896,4.58,414,469,3852.5,81,15,15,16,21,16,CR2 3NG
Sutton 024D,Carshalton South and Clockhouse,410000,39160,23,38,6,15.9,87,83,1660,0.67,2495,540,517.1,78,12,10,10,50,13,CR3 2DX
Sutton 016A,Cheam,420000,42370,26,62,6,19,67,68,1915,0.31,6167,570,25,95,9,12,7,18,5,SM3 8NN
Sutton 016B,Cheam,455000,42660,21,64,6,16.3,66,68,1506,0.48,3159,560,247.7,86,10,13,10,19,6,SM3 8QF
Sutton 016C,Cheam,680000,47480,25,33,6,24.4,77,71,1721,0.52,3282,520,73.9,85,6,15,11,23,9,SM2 7HQ
Sutton 025D,Cheam,945000,53340,18,24,6,31.3,79,85,1725,1.54,1117,507,568.6,80,21,28,17,26,19,KT17 3HL
Sutton 009A,Cheam,423500,40780,14,53,5,17.5,67,67,1741,0.26,6706,537,23.3,89,6,7,10,26,9,SM3 9SS
Sutton 008A,Nonsuch,530000,42230,28,20,6,31.2,64,65,1606,0.32,4969,546,7.4,86,10,11,11,35,9,KT17 2DF
Sutton 006A,Nonsuch,470000,42880,19,12,6,13.7,68,73,1424,0.25,5587,582,85.9,83,9,14,10,53,9,KT4 8UG
Sutton 009B,Nonsuch,495000,39520,20,70,6,21.5,63,63,1853,0.27,6833,558,11.6,92,8,9,5,23,6,SM3 8LR
Sutton 009C,Nonsuch,475000,40570,20,92,5,13.2,60,54,1429,0.26,5584,600,36.7,88,8,10,9,28,6,SM3 9AZ
Sutton 016D,Nonsuch,585975,44840,14,25,6,20.6,65,67,1607,0.29,5566,536,10.6,85,10,13,10,26,10,SM3 8DT
Sutton 006B,Nonsuch,505000,41630,29,79,6,17.5,67,68,1577,0.25,6228,575,24.8,87,6,20,12,42,5,KT4 8XN
Sutton 008B,Nonsuch,545000,43190,23,19,6,20.1,65,68,1444,0.26,5571,525,2.8,86,6,13,11,36,10,KT4 8SL
Sutton 002A,St Helier,330000,32220,25,96,4,10.4,58,50,2222,0.41,5459,490,154.5,91,8,10,10,10,7,SM5 1AD
Sutton 002B,St Helier,372250,32500,16,45,4,13.5,61,59,1910,0.18,10392,491,34.7,90,5,14,13,10,11,SM4 6NJ
Sutton 001A,St Helier,328000,31390,15,40,5,12.9,63,54,1595,0.14,11500,440,2.7,90,10,11,8,23,7,SM5 1PT
Sutton 002C,St Helier,310000,31550,11,51,5,10.6,63,54,1529,0.13,11880,433,5.6,88,7,12,10,8,10,SM5 1PP
Sutton 005A,St Helier,325000,33830,23,46,5,10.6,64,51,1681,0.21,8152,498,31.6,91,8,5,9,19,7,SM5 1TH
Sutton 002D,St Helier,332000,31580,9,72,4,11.3,62,53,1521,0.17,8910,494,14.2,88,10,12,10,5,9,SM1 3NB
Sutton 002E,St Helier,315500,30680,12,59,4,17,61,55,1787,0.26,6751,411,104.1,97,9,11,10,10,7,SM5 1AH
Sutton 003A,Stonecot,415249,38290,17,121,5,18.3,64,63,1632,0.68,2415,553,284.4,90,9,9,10,21,8,SM1 2NA
Sutton 003B,Stonecot,415000,38730,25,37,5,14.8,62,61,1678,0.21,8173,518,14.3,92,7,13,6,30,5,SM3 9QY
Sutton 009D,Stonecot,432500,40440,14,29,5,14.5,64,63,1528,0.17,8936,600,1.1,86,6,11,8,30,5,SM3 9RY
Sutton 009E,Stonecot,476250,41210,20,20,5,14.6,65,65,1486,0.19,7760,594,8.4,86,5,10,10,28,6,SM3 9RX
Sutton 003C,Stonecot,355000,38450,21,83,4,15.1,57,54,1504,0.22,6868,537,17,100,10,13,6,28,6,SM3 9ES
Sutton 003D,Stonecot,475750,38790,12,45,4,18.4,60,58,1470,0.28,5311,514,53.1,90,10,6,9,19,8,SM3 9JA
Sutton 003E,Stonecot,501000,38400,19,30,4,17,58,52,1532,0.24,6346,501,42.7,87,6,11,6,29,6,SM3 9WQ
Sutton 012A,Sutton Central,339000,37660,41,118,5,13.5,71,67,1636,0.23,7061,476,28.9,91,5,6,6,12,7,SM1 4AW
Sutton 013C,Sutton Central,330000,38820,28,59,5,10,71,65,1659,0.17,9822,481,24.5,87,9,9,10,13,5,SM1 4PL
Sutton 013D,Sutton Central,341000,39570,10,30,5,9.8,72,66,1360,0.15,8797,516,14.6,92,10,10,8,16,6,SM1 4RJ
Sutton 012B,Sutton Central,270000,31410,21,111,4,13.4,67,69,1598,0.13,12088,506,24.4,93,7,6,6,11,6,SM1 4EL
Sutton 012C,Sutton Central,300000,33800,21,52,4,15.5,68,69,1653,0.12,13741,411,26.4,86,7,6,6,11,8,SM1 4EN
Sutton 012D,Sutton Central,343750,33620,190,618,5,16.5,72,58,2283,0.38,5953,483,27.3,97,6,9,8,10,5,SM1 4PW
Sutton 014A,Sutton Central,355000,37880,19,33,5,11.4,71,68,1477,0.12,12485,517,3.8,86,5,9,9,13,6,SM1 2RU
Sutton 007A,Sutton North,387500,39600,16,47,4,20.6,64,62,1699,0.41,4174,495,139.8,89,10,8,10,10,9,SM1 3LD
Sutton 007B,Sutton North,410000,38360,21,36,4,19.6,62,66,2218,0.46,4840,486,176,93,10,9,9,10,5,SM1 2PL
Sutton 007C,Sutton North,385000,38260,25,66,4,17.6,66,65,1761,0.21,8221,532,37.2,90,8,9,9,10,6,SM1 1QU
Sutton 007D,Sutton North,429500,39830,16,30,4,24.8,66,62,1596,0.29,5567,548,39.7,84,11,6,10,10,9,SM1 3LX
Sutton 014B,Sutton North,382500,36380,40,70,5,13.6,68,65,1655,0.23,7046,430,48.2,89,6,10,8,15,6,SM1 1QH
Sutton 012E,Sutton North,336000,36700,27,38,4,25,67,68,1840,0.27,6718,542,21,86,6,8,11,11,8,SM1 3DH
Sutton 021C,Sutton South,235000,35760,33,44,5,22.1,76,61,1646,0.16,10198,460,30.6,86,8,9,11,11,7,SM2 5NS
Sutton 021D,Sutton South,315000,40030,31,24,5,17.2,74,62,1798,0.2,8945,532,15.5,84,10,11,12,11,9,SM2 5EL
Sutton 018A,Sutton South,288300,38380,29,68,5,22.9,74,64,1704,0.2,8320,474,32.8,87,9,9,6,8,6,SM2 6RX
Sutton 021E,Sutton South,340000,39050,36,34,5,16.6,77,66,1868,0.17,10804,545,47.1,84,5,10,12,11,10,SM2 5TP
Sutton 022E,Sutton South,565000,48650,10,15,5,21.5,77,71,1434,0.34,4209,563,26.9,83,8,11,12,10,8,SM2 5JA
Sutton 018B,Sutton South,320000,41440,28,21,5,15.7,74,65,1774,0.19,9269,555,15,83,9,5,9,7,9,SM2 6TH
Sutton 018C,Sutton West,310000,41040,30,44,5,17.1,74,67,1771,0.21,8523,504,50.6,89,10,10,5,12,5,SM2 6LP
Sutton 016E,Sutton West,620000,46470,12,22,6,14.2,70,67,1282,0.26,4899,569,13.5,93,10,11,9,16,6,SM1 2BP
Sutton 018D,Sutton West,325000,42780,21,26,6,15.8,70,70,1543,0.24,6478,470,25.5,87,12,11,5,14,10,SM2 6HZ
Sutton 014C,Sutton West,425000,38850,33,32,5,17.4,66,69,1540,0.34,4517,575,126.3,91,10,10,6,23,5,SM1 2EY
Sutton 014D,Sutton West,385000,40080,19,37,5,11.7,72,68,1637,0.23,7256,542,50.1,89,7,10,10,15,6,SM1 2GT
Sutton 014E,Sutton West,405000,41280,26,25,5,12,72,71,1467,0.33,4490,573,133.1,90,10,11,10,22,5,SM1 2EJ
Sutton 018E,Sutton West,281000,40880,30,45,5,15.4,70,68,1565,0.18,8787,521,21.8,90,10,10,6,11,8,SM1 2SU
Sutton 005B,The Wrythe,370500,36300,28,53,5,16.3,67,55,1602,0.22,7400,444,13.1,89,6,10,10,21,5,SM5 2BP
Sutton 004A,The Wrythe,415000,38340,25,76,5,15.3,66,59,1424,0.23,6067,392,19.1,88,9,10,8,17,8,SM5 2EJ
Sutton 005C,The Wrythe,330000,36390,25,69,5,12.1,68,59,1775,0.25,7091,462,52.7,92,5,9,5,18,5,SM1 3QP
Sutton 004B,The Wrythe,417000,38790,33,48,5,14.9,66,63,1471,0.25,5955,548,61.3,87,7,10,10,17,7,SM5 2JP
Sutton 005D,The Wrythe,410000,34910,17,54,5,12.6,66,55,1336,0.16,8156,519,18.4,87,7,7,5,19,5,SM1 3PD
Sutton 013E,The Wrythe,435000,38380,25,35,5,18.7,68,58,1603,0.22,7131,521,31.2,85,10,10,10,14,6,SM1 3BA
Sutton 004C,The Wrythe,305000,36480,56,44,5,6.7,69,57,1238,0.14,8544,472,47.1,86,6,8,7,20,5,SM5 2AX
Sutton 017B,Wallington North,275000,39740,42,63,5,17.3,67,64,2087,0.25,8305,542,13.7,93,10,10,5,14,6,SM6 0AL
Sutton 010A,Wallington North,508500,40140,8,35,5,18.8,64,61,1551,0.37,4218,526,146.9,92,9,10,10,24,6,SM6 7BY
Sutton 010B,Wallington North,267500,36570,24,68,5,12.8,67,66,1641,0.18,9178,490,35.8,95,8,9,6,23,5,SM6 8AR
Sutton 010C,Wallington North,420000,38690,25,45,5,16.5,68,66,1390,0.23,6148,497,38.7,86,6,8,7,26,8,SM6 7LF
Sutton 017C,Wallington North,316100,39480,36,34,5,11.3,67,63,1515,0.17,8849,531,8.4,86,10,10,6,15,7,SM6 0BT
Sutton 010D,Wallington North,417500,37730,20,26,5,15,64,56,1729,0.26,6640,514,69.8,89,10,11,10,23,8,SM6 7AG
Sutton 010E,Wallington North,383250,39810,18,44,5,10.1,66,61,1475,0.16,9156,484,8.7,91,10,10,9,21,7,SM5 2TL
Sutton 020C,Wallington South,260000,34670,37,46,5,32,72,69,1859,0.22,8355,583,40.4,94,10,8,6,23,6,SM6 0TD
Sutton 017D,Wallington South,275000,37470,47,145,5,20.4,69,61,2188,0.24,9041,500,13,93,10,10,8,20,5,SM6 8QB
Sutton 017E,Wallington South,405000,41950,16,36,5,15.7,72,68,1553,0.23,6758,554,18.1,88,11,10,8,25,5,SM6 9PR
Sutton 020D,Wallington South,686000,43940,20,27,5,25.5,72,68,1706,0.6,2857,573,63,86,11,7,9,20,9,SM5 3HG
Sutton 020E,Wallington South,306000,37930,34,54,5,21.8,72,72,1777,0.28,6328,541,40.6,88,10,6,10,29,9,SM6 0QD
Sutton 019E,Wallington South,385000,34550,23,51,5,12.3,71,67,1635,0.15,11100,500,17.9,88,6,10,5,27,8,SM6 8EE
Sutton 001B,Wandle Valley,319800,31060,15,68,5,9.8,62,54,1713,0.21,8042,479,56.3,94,9,10,5,17,5,SM5 1HA
Sutton 001C,Wandle Valley,330000,31760,13,41,4,8.5,61,55,1543,0.28,5585,432,157.6,88,11,12,9,20,10,SM5 1LY
Sutton 001D,Wandle Valley,356500,31290,6,79,4,6.9,59,57,1535,0.4,3804,398,245.7,90,9,18,7,26,11,CR4 4XP
Sutton 004D,Wandle Valley,260000,35930,33,45,5,8.5,59,59,1828,0.3,6110,453,159.8,88,5,12,8,23,8,CR4 4JL
Sutton 005E,Wandle Valley,340000,33540,24,35,4,14.3,62,53,1620,0.17,9300,426,11.1,88,9,6,11,24,9,SM5 1LW
Sutton 004E,Wandle Valley,247000,35380,36,64,5,11.2,60,57,1830,0.35,5191,485,36.9,89,5,10,5,17,5,SM6 7HB
Sutton 001E,Wandle Valley,342000,31200,19,57,4,15.7,58,52,1946,0.34,5792,436,137.5,90,5,12,7,17,9,SM4 6BH
Sutton 008C,Worcester Park,422500,42020,12,31,4,17.4,66,71,1401,0.26,5303,586,7,87,9,13,10,32,7,KT4 8QN
Sutton 008D,Worcester Park,478750,39130,26,52,5,20.2,61,55,1761,0.25,7179,564,6,92,9,11,10,26,5,KT4 8SA
Sutton 006C,Worcester Park,425000,40570,19,46,4,12.4,68,67,1950,0.39,4997,541,140.1,85,6,20,10,43,9,KT4 8BD
Sutton 006D,Worcester Park,393750,41400,54,30,4,12.8,63,63,2880,0.37,7759,509,275.7,84,5,18,10,37,10,KT4 8NS
Sutton 008E,Worcester Park,380000,39280,29,35,5,15.3,61,59,1508,0.2,7360,550,21.6,87,8,18,11,44,10,KT4 8FR
Sutton 006E,Worcester Park,397500,39410,30,50,4,15.3,67,64,1713,0.24,7231,603,40.3,90,7,22,10,38,6,KT4 9AD
Sutton 008F,Worcester Park,370000,40200,24,32,4,19.2,64,57,1485,0.24,6076,563,8.1,88,5,10,9,34,5,KT4 8SB
Tower Hamlets 002A,St Peter's,575000,37950,28,151,2,7.3,14,27,2895,0.17,17039,489,5.7,120,5,9,5,12,5,E2 9HZ
Tower Hamlets 002B,St Peter's,405000,33360,7,131,2,11.2,13,24,1536,0.1,16168,397,10,117,5,7,5,11,5,E2 6LA
Tower Hamlets 002C,St Peter's,475000,32730,51,76,2,9.5,14,26,1628,0.07,23594,435,19.3,111,5,5,5,12,5,E2 6XL
Tower Hamlets 005A,St Peter's,475000,40540,24,83,2,4.5,13,29,1555,0.06,27138,452,5.1,115,6,5,5,14,7,E2 6GA
Tower Hamlets 002D,Bethnal Green,422500,38080,8,93,2,8.9,16,32,1634,0.13,12589,449,26.1,112,5,10,9,12,5,E2 9JE
Tower Hamlets 005B,St Peter's,561250,40560,70,99,2,4.9,14,33,1771,0.11,15784,466,10.5,112,10,9,10,17,9,E2 9SJ
Tower Hamlets 005C,St Peter's,534250,38030,12,175,2,8.2,14,24,1948,0.11,18517,469,12.5,119,5,5,5,12,5,E2 0AT
Tower Hamlets 005D,St Peter's,451500,33880,14,79,2,13.9,13,31,1801,0.08,21314,441,16.3,114,5,6,5,19,5,E2 6NX
Tower Hamlets 013A,Spitalfields & Banglatown,451500,31590,2,89,2,6.4,8,29,2312,0.14,17113,530,35.6,108,5,5,9,10,5,E1 5BJ
Tower Hamlets 013B,Bethnal Green,632500,30360,1,104,2,7.4,12,28,1483,0.08,19285,475,11.1,113,5,5,5,8,5,E1 4UA
Tower Hamlets 011A,Bethnal Green,632500,33330,6,109,2,7.5,14,29,1393,0.07,20306,469,4.9,113,6,6,5,14,5,E1 4GR
Tower Hamlets 013C,Bethnal Green,455000,39810,9,290,2,2.2,13,30,2231,0.16,13789,534,14.3,122,5,7,5,7,5,E1 4TR
Tower Hamlets 011B,Bethnal Green,455000,31670,4,116,2,4.4,11,27,1417,0.08,17624,503,27.4,120,5,5,5,11,5,E1 5QJ
Tower Hamlets 013D,Spitalfields & Banglatown,605000,39670,9,208,2,5,9,27,1583,0.16,9606,382,64.7,112,5,7,9,13,6,E1 5DB
Tower Hamlets 011D,St Peter's,467000,34250,19,114,2,6.5,13,24,1863,0.09,21219,462,4.9,114,6,7,7,13,5,E2 0DP
Tower Hamlets 030A,Blackwall & Cubitt Town,520000,33680,0,35,2,8.2,26,44,1698,0.07,25268,466,14.4,97,7,12,9,39,8,E14 3HD
Tower Hamlets 028A,Blackwall & Cubitt Town,520000,41500,443,94,2,11.4,24,43,3536,0.3,11728,461,45.5,98,10,14,5,32,5,E14 3HQ
Tower Hamlets 030B,Blackwall & Cubitt Town,465000,43870,15,27,2,7.8,26,47,1782,0.09,19647,455,10.6,98,5,12,10,35,9,E14 3GQ
Tower Hamlets 030C,Blackwall & Cubitt Town,438500,40560,14,86,2,12.4,26,47,1922,0.41,4649,496,222.1,97,5,7,10,34,9,E14 3FH
Tower Hamlets 030D,Blackwall & Cubitt Town,505000,44990,15,45,2,9.8,27,50,1842,0.15,12531,529,14.8,97,5,11,10,39,11,E14 3DU
Tower Hamlets 028B,Poplar,470450,37450,49,88,2,6,21,27,2390,0.2,11980,515,35.5,161,5,13,5,22,5,E14 0HG
Tower Hamlets 028D,Blackwall & Cubitt Town,635000,44350,38,54,2,6,24,40,2010,0.13,15101,485,15.2,102,10,10,6,36,8,E14 3LD
Tower Hamlets 001A,Bow East,477500,31960,20,77,2,20.4,18,41,2726,0.14,19725,455,22.7,106,5,13,6,28,7,E3 5PU
Tower Hamlets 001B,Bow East,570000,35740,10,68,2,17.7,20,42,2236,0.59,3774,565,414,107,8,13,6,30,5,E3 5RY
Tower Hamlets 001C,Bow East,410000,35250,28,142,2,13.6,25,37,2335,0.44,5324,462,46.4,119,8,13,5,31,5,E15 2EB
Tower Hamlets 004A,Bow East,416500,44700,41,83,2,6,22,35,2474,0.13,19713,413,18,117,10,5,10,17,5,E3 2QS
Tower Hamlets 001D,Bow East,377000,33740,21,92,2,8.1,22,35,1852,0.09,19978,496,17.5,103,5,10,5,23,7,E3 5HD
Tower Hamlets 003A,Bow West,688250,45030,16,88,2,12.4,20,34,2071,0.13,16346,563,9,104,5,10,5,17,6,E3 5JN
Tower Hamlets 004C,Bow West,641000,39300,8,82,2,6.5,19,29,1604,0.1,15393,478,15.9,105,5,5,5,14,7,E3 2AU
Tower Hamlets 003B,Bow West,855500,38520,8,115,2,12.2,17,33,2191,0.16,13876,424,55.8,110,5,10,5,18,5,E3 5QL
Tower Hamlets 004D,Bow West,425000,36150,10,85,2,9.9,20,30,1981,0.11,18275,497,8.8,109,7,6,7,15,5,E3 2AR
Tower Hamlets 003C,Bow West,865000,48920,18,158,2,7.5,16,25,1719,0.19,8893,536,42.3,110,5,10,7,10,5,E3 4QS
Tower Hamlets 003D,Bow West,461250,36510,22,70,2,13.2,17,37,1885,0.08,22656,421,24.5,104,5,10,5,25,5,E3 5LS
Tower Hamlets 003E,Bow West,595000,46760,31,339,2,10.7,19,37,2241,0.57,3910,473,347,106,5,10,7,22,5,E3 5QU
Tower Hamlets 008A,Bromley North,330000,31840,7,44,3,6.7,23,34,1376,0.04,34660,449,9.4,138,5,5,5,13,5,E3 3DQ
Tower Hamlets 008B,Bromley North,345000,30340,11,72,2,6.4,23,33,1797,0.1,17583,471,18.3,130,5,8,5,14,6,E3 3HR
Tower Hamlets 008C,Bromley North,256000,35600,8,82,2,5.9,21,33,1406,0.07,21531,515,13.1,110,5,6,5,12,6,E3 3EL
Tower Hamlets 008D,Bromley South,365000,35040,51,102,2,9.5,22,31,4124,0.36,11614,466,51,128,5,10,6,18,6,E3 3FJ
Tower Hamlets 008E,Bromley North,360000,31920,9,75,2,10.4,20,34,1691,0.11,15848,484,13.4,113,5,10,5,18,6,E3 3EU
Tower Hamlets 012A,Bromley South,383500,31930,8,53,2,7.5,22,34,1800,0.09,20785,467,17.5,102,9,10,10,19,5,E3 4BW
Tower Hamlets 012B,Bromley South,335000,31660,7,71,2,6.3,20,36,1653,0.12,14152,508,9.1,101,10,10,10,21,5,E3 4BF
Tower Hamlets 012C,Bromley South,393250,34950,56,105,2,6.9,22,40,4061,0.2,20134,484,23.7,106,10,10,10,24,5,E3 3QJ
Tower Hamlets 020A,Lansbury,319998,30180,8,84,2,7.7,21,34,1757,0.12,15069,456,14.4,145,5,9,5,32,9,E14 0QR
Tower Hamlets 020B,Lansbury,435000,31200,5,123,2,15.3,18,30,2179,0.14,15847,457,25.8,106,5,10,8,23,5,E14 6DE
